,activity,x-axis,y-axis,z-axis
951086,Jogging,16.4,-19.61,0.38
951087,Jogging,9.47,-6.36,-0.95
951088,Jogging,13.63,-12.37,-1.18
951089,Jogging,6.4,-11.6,7.93
951090,Jogging,-1.08,-6.4,1.54
951091,Jogging,-5.13,-4.63,8.05
951092,Jogging,-3.83,1.18,-3.41
951093,Jogging,0.65,-15.05,1.84
951094,Jogging,18.12,-19.53,-0.89
951095,Jogging,7.7,2.53,-1.04
951096,Jogging,6.93,6.66,1.18
951097,Jogging,-5.28,10.76,12.76
951098,Jogging,-3.41,-6.89,-8.73
951099,Jogging,-0.42,-3.3,-1.95
951100,Jogging,13.48,-16.4,-1.73
951101,Jogging,14.79,-12.56,1.73
951102,Jogging,9.62,-5.82,-5.41
951103,Jogging,9.34,-13.82,9.04
951104,Jogging,1.38,-9.66,8.92
951105,Jogging,-0.34,-5.18,-0.91
951106,Jogging,-1.65,-1.8,2.07
951107,Jogging,-0.27,-13.72,-1.33
951108,Jogging,8.5,-19.61,-1.53
951109,Jogging,16.32,-7.04,2.83
951110,Jogging,7.25,4.29,0.69
951111,Jogging,0.38,13.91,4.29
951112,Jogging,-4.06,-1.69,7.5
951113,Jogging,-1.95,-7.21,-5.6
951114,Jogging,10.76,-17.54,-3.06
951115,Jogging,15.89,-12.91,-0.04
951116,Jogging,13.99,-7.78,-4.99
951117,Jogging,10.76,-9.34,7.78
951118,Jogging,5.43,-11.65,4.6
951119,Jogging,-0.95,-7.08,2.91
951120,Jogging,-3.64,-3.91,2.34
951121,Jogging,-3.17,-3.06,-3.3
951122,Jogging,4.18,-18.66,4.06
951123,Jogging,19.5,-17.92,0.38
951124,Jogging,9.04,2.96,-2.98
951125,Jogging,6.32,4.6,2.79
951126,Jogging,-4.44,14.52,8.89
951127,Jogging,-5.56,-4.59,-7.04
951128,Jogging,-0.76,-12.83,-5.82
951129,Jogging,15.4,-18.89,4.67
951130,Jogging,12.49,-10.69,-1.88
951131,Jogging,16.04,-10.69,-1.88
951132,Jogging,4.71,-13.17,7.35
951133,Jogging,0.34,-11.84,6.17
951134,Jogging,-1.88,-5.67,1.5
951135,Jogging,-4.63,-2.49,1.5
951136,Jogging,-1.46,-8.54,-5.79
951137,Jogging,-1.46,-8.54,-5.79
951138,Jogging,12.11,-19.61,5.67
951139,Jogging,14.52,-3.83,0.95
951140,Jogging,8.31,3.02,1.04
951141,Jogging,3.53,16.59,1.46
951142,Jogging,-4.29,-1.46,2.22
951143,Jogging,-0.99,-6.09,-6.28
951144,Jogging,13.95,-18.5,-0.53
951145,Jogging,14.82,-12.45,2.53
951146,Jogging,13.99,-7.93,-5.67
951147,Jogging,9.11,-11.56,11.73
951148,Jogging,2.26,-11.18,7.67
951149,Jogging,-0.42,-7.78,0.23
951150,Jogging,-4.18,-3.34,3.21
951151,Jogging,-2.11,-4.14,-4.44
951152,Jogging,9.0,-19.27,4.63
951153,Jogging,15.4,-6.85,4.14
951154,Jogging,8.43,2.37,-0.89
951155,Jogging,5.01,10.84,1.12
951156,Jogging,-6.63,9.77,12.57
951157,Jogging,-2.83,-7.59,-4.75
951158,Jogging,6.36,-13.76,-1.23
951159,Jogging,18.77,-18.01,0.34
951160,Jogging,11.37,-5.05,-6.59
951161,Jogging,15.17,-11.03,1.57
951162,Jogging,7.31,-12.98,12.15
951163,Jogging,0.23,-6.82,3.11
951164,Jogging,-2.41,-4.99,5.98
951165,Jogging,-3.83,-0.8,-3.87
951166,Jogging,0.15,-13.72,2.72
951167,Jogging,14.71,-19.61,5.01
951168,Jogging,11.75,3.02,2.83
951169,Jogging,7.86,1.69,0.53
951170,Jogging,7.86,1.69,0.53
951171,Jogging,3.3,12.68,-7.89
951172,Jogging,-2.03,5.75,8.43
951173,Jogging,13.18,-5.18,-12.37
951174,Jogging,19.57,-19.61,1.14
951175,Jogging,14.75,-14.82,-0.08
951176,Jogging,8.08,-14.37,7.86
951177,Jogging,5.79,-12.95,4.63
951178,Jogging,-1.46,-8.16,-3.15
951179,Jogging,-5.6,-4.44,9.58
951180,Jogging,-2.68,-0.89,-5.01
951181,Jogging,10.23,-17.5,3.41
951182,Jogging,17.35,-9.08,7.7
951183,Jogging,9.08,1.38,-3.36
951184,Jogging,4.37,3.6,1.33
951185,Jogging,4.37,3.6,1.33
951186,Jogging,-3.26,12.11,9.0
951187,Jogging,0.38,2.72,-2.56
951188,Jogging,13.72,-6.05,-7.78
951189,Jogging,19.57,-19.61,-0.65
951190,Jogging,10.42,-12.45,-1.73
951191,Jogging,6.78,-12.03,9.38
951192,Jogging,-0.72,-10.27,8.77
951193,Jogging,-2.45,-7.89,2.03
951194,Jogging,-4.33,-2.68,-0.57
951195,Jogging,2.56,-9.7,-5.52
951196,Jogging,19.34,-19.61,1.65
951197,Jogging,14.48,-1.27,0.53
951198,Jogging,5.28,1.73,-1.61
951199,Jogging,2.45,5.28,-0.53
951200,Jogging,-4.75,9.34,12.95
951201,Jogging,3.21,-3.15,-5.98
951202,Jogging,3.21,-3.15,-5.98
951203,Jogging,15.47,-14.4,-7.59
951204,Jogging,18.5,-17.82,0.46
951205,Jogging,12.41,-10.95,-3.06
951206,Jogging,9.62,-10.61,10.84
951207,Jogging,-0.69,-8.73,9.77
951208,Jogging,-0.3,-5.2,0.53
951209,Jogging,-2.79,-3.06,-0.08
951210,Jogging,-0.15,-10.11,-5.13
951211,Jogging,12.03,-19.61,7.63
951212,Jogging,16.55,-7.55,3.53
951213,Jogging,9.81,3.26,-2.68
951214,Jogging,4.06,4.4,0.93
951215,Jogging,-7.74,15.47,9.23
951216,Jogging,0.31,-3.34,-3.26
951217,Jogging,11.96,-11.07,-6.82
951218,Jogging,18.7,-17.12,1.46
951219,Jogging,13.29,-9.92,-5.56
951220,Jogging,11.92,-11.73,11.69
951221,Jogging,2.83,-5.86,10.23
951222,Jogging,0.57,-8.73,-0.69
951223,Jogging,-3.17,-4.99,4.67
951224,Jogging,-1.65,-6.4,-5.43
951225,Jogging,10.27,-18.81,4.1
951226,Jogging,18.81,-11.45,1.08
951227,Jogging,10.38,4.48,-2.18
951228,Jogging,4.48,6.09,-0.38
951229,Jogging,-6.24,17.01,9.11
951230,Jogging,2.72,-0.89,-0.72
951231,Jogging,9.92,-9.23,-12.91
951232,Jogging,19.19,-19.3,0.76
951233,Jogging,19.19,-19.3,0.76
951234,Jogging,12.6,-10.95,-2.75
951235,Jogging,11.45,-12.79,12.34
951236,Jogging,2.15,-9.38,5.83
951237,Jogging,-1.69,-9.72,2.79
951238,Jogging,-3.64,-2.14,2.6
951239,Jogging,0.61,-6.97,-4.56
951240,Jogging,17.31,-19.61,-0.72
951241,Jogging,13.29,-2.26,-1.53
951242,Jogging,8.01,1.88,0.04
951243,Jogging,0.76,10.8,2.34
951244,Jogging,-4.59,4.4,10.69
951245,Jogging,-0.42,-7.01,-11.99
951246,Jogging,-0.42,-7.01,-11.99
951247,Jogging,16.59,-19.42,-1.23
951248,Jogging,10.95,-3.17,1.88
951249,Jogging,16.21,-13.21,0.34
951250,Jogging,3.38,-11.54,7.74
951251,Jogging,-0.5,-9.08,1.99
951252,Jogging,-5.52,-6.09,6.85
951253,Jogging,-3.87,-0.27,-4.71
951254,Jogging,5.43,-14.33,-1.95
951255,Jogging,19.53,-17.88,1.18
951256,Jogging,10.31,5.48,-1.14
951257,Jogging,10.31,5.48,-1.14
951258,Jogging,7.67,8.43,-2.11
951259,Jogging,-4.56,5.94,16.21
951260,Jogging,-0.89,1.27,-16.28
951261,Jogging,14.48,-10.0,-6.21
951262,Jogging,18.31,-15.83,4.71
951263,Jogging,11.96,-9.53,-2.53
951264,Jogging,8.69,-10.61,9.38
951265,Jogging,3.76,-9.08,7.01
951266,Jogging,1.08,-7.46,-3.3
951267,Jogging,-4.52,-7.4,4.67
951268,Jogging,-1.69,-6.59,-3.57
951269,Jogging,9.38,-0.76,0.23
951270,Jogging,14.1,-0.76,0.23
951271,Jogging,14.1,-0.76,0.23
951272,Jogging,8.2,1.08,0.19
951273,Jogging,1.54,13.59,-0.5
951274,Jogging,-8.73,8.35,13.82
951275,Jogging,-1.46,-3.02,-14.71
951276,Jogging,14.29,-14.4,-4.71
951277,Jogging,17.97,-15.47,4.06
951278,Jogging,12.98,-4.25,-0.5
951279,Jogging,9.66,-15.79,5.56
951280,Jogging,1.46,-10.08,7.5
951281,Jogging,-3.17,-9.19,0.89
951282,Jogging,-6.02,-2.79,3.17
951283,Jogging,-1.73,-3.91,-5.71
951284,Jogging,14.37,-19.61,5.98
951285,Jogging,16.32,-8.85,4.56
951286,Jogging,8.05,1.57,-2.75
951287,Jogging,4.6,7.25,-0.5
951288,Jogging,-7.86,8.58,13.99
951289,Jogging,-1.18,-2.6,-11.03
951290,Jogging,-1.18,-2.6,-11.03
951291,Jogging,14.63,-13.53,-3.36
951292,Jogging,16.04,-14.94,2.37
951293,Jogging,12.6,-9.11,-2.41
951294,Jogging,8.28,-10.84,9.11
951295,Jogging,1.23,-10.53,8.85
951296,Jogging,-1.5,-8.39,1.69
951297,Jogging,-3.76,-1.33,-0.34
951298,Jogging,0.65,-11.18,-4.4
951299,Jogging,16.44,-19.61,4.79
951300,Jogging,14.52,-5.13,0.31
951301,Jogging,8.24,0.8,-0.91
951302,Jogging,3.11,8.69,-3.98
951303,Jogging,-2.11,2.22,9.3
951304,Jogging,0.65,-0.3,-11.45
951305,Jogging,0.65,-0.3,-11.45
951306,Jogging,17.05,-16.04,-5.18
951307,Jogging,13.21,-10.95,2.72
951308,Jogging,10.04,-12.68,-3.76
951309,Jogging,8.05,-12.68,11.18
951310,Jogging,-0.99,-8.05,3.11
951311,Jogging,-3.49,-4.71,8.58
951312,Jogging,-1.38,0.46,-2.53
951313,Jogging,1.61,-17.43,1.38
951314,Jogging,19.08,-14.37,3.45
951315,Jogging,7.93,2.03,-0.91
951316,Jogging,3.91,5.6,-0.23
951317,Jogging,-1.53,18.12,0.8
951318,Jogging,1.69,-3.6,1.88
951319,Jogging,1.27,-2.75,-5.28
951320,Jogging,18.85,-17.24,-3.45
951321,Jogging,15.21,-12.98,-0.11
951322,Jogging,9.53,-11.88,0.61
951323,Jogging,7.93,-14.67,10.5
951324,Jogging,-1.12,-8.43,1.8
951325,Jogging,-3.53,-6.82,7.01
951326,Jogging,-3.02,0.72,0.11
951327,Jogging,-1.08,-4.75,-5.48
951328,Jogging,-1.08,-4.75,-5.48
951329,Jogging,12.07,-19.61,2.07
951330,Jogging,14.48,-2.6,1.14
951331,Jogging,10.08,2.15,1.54
951332,Jogging,5.18,13.87,1.04
951333,Jogging,-7.31,7.01,11.26
951334,Jogging,-2.11,-6.63,-6.51
951335,Jogging,10.08,-12.64,-6.78
951336,Jogging,16.66,-15.62,2.34
951337,Jogging,15.83,-6.59,-0.42
951338,Jogging,9.58,-16.28,10.99
951339,Jogging,-0.23,-8.54,3.3
951340,Jogging,-1.92,-12.22,1.12
951341,Jogging,-4.21,-2.72,3.99
951342,Jogging,-1.5,1.08,-1.84
951343,Jogging,3.3,-15.01,0.42
951344,Jogging,19.15,-19.27,-1.73
951345,Jogging,6.66,0.46,-2.26
951346,Jogging,6.47,3.41,1.65
951347,Jogging,-0.08,18.39,4.44
951348,Jogging,1.42,-0.38,2.72
951349,Jogging,0.95,-4.63,-14.21
951350,Jogging,0.95,-4.63,-14.21
951351,Jogging,19.27,-19.38,3.34
951352,Jogging,10.84,-9.89,2.18
951353,Jogging,9.04,-13.87,1.99
951354,Jogging,1.65,-7.78,5.63
951355,Jogging,-0.99,-10.04,0.11
951356,Jogging,-4.94,-1.92,2.76
951357,Jogging,-2.41,0.04,-3.17
951358,Jogging,3.99,-17.27,3.11
951359,Jogging,19.46,-15.32,2.26
951360,Jogging,7.31,1.95,-3.34
951361,Jogging,5.43,1.61,2.34
951362,Jogging,-3.6,15.55,7.46
951363,Jogging,-1.46,-6.09,-10.04
951364,Jogging,-0.34,-4.21,-4.75
951365,Jogging,17.67,-18.31,-0.11
951366,Jogging,15.51,-8.05,6.09
951367,Jogging,15.75,-14.29,-3.02
951368,Jogging,15.75,-14.29,-3.02
951369,Jogging,7.16,-14.52,7.16
951370,Jogging,-2.64,-9.53,3.38
951371,Jogging,-5.09,-6.28,9.3
951372,Jogging,-2.98,-0.19,-3.02
951373,Jogging,2.53,-12.98,-5.63
951374,Jogging,16.59,-19.61,1.99
951375,Jogging,11.03,3.79,1.99
951376,Jogging,7.4,1.12,0.42
951377,Jogging,1.31,7.63,-4.02
951378,Jogging,-2.75,1.38,5.28
951379,Jogging,6.21,-1.46,-6.21
951380,Jogging,18.92,-17.24,-2.53
951381,Jogging,18.89,-17.86,-0.42
951382,Jogging,9.34,-11.88,-3.49
951383,Jogging,11.03,-14.14,7.06
951384,Jogging,-3.87,-8.66,9.72
951385,Jogging,-2.22,-8.16,5.18
951386,Jogging,-3.17,-2.03,0.89
951387,Jogging,2.3,-11.75,-4.33
951388,Jogging,17.39,-19.61,5.01
951389,Jogging,17.39,-9.04,2.22
951390,Jogging,8.47,2.41,-1.73
951391,Jogging,8.47,2.41,-1.73
951392,Jogging,3.02,4.18,-1.99
951393,Jogging,-4.75,12.87,10.34
951394,Jogging,1.33,3.68,-5.56
951395,Jogging,14.1,-2.26,-8.27
951396,Jogging,19.23,-19.57,-0.04
951397,Jogging,17.31,-18.24,-5.56
951398,Jogging,8.66,-14.71,9.04
951399,Jogging,-1.57,-8.58,8.16
951400,Jogging,-3.02,-8.43,0.19
951401,Jogging,-3.95,-3.76,4.99
951402,Jogging,0.95,-7.44,-6.43
951403,Jogging,14.25,-19.46,3.99
951404,Jogging,19.53,-14.33,2.15
951405,Jogging,8.62,5.18,-1.65
951406,Jogging,4.1,4.86,-0.27
951407,Jogging,-5.01,16.66,-5.75
951408,Jogging,1.18,-0.89,-5.75
951409,Jogging,1.18,-0.89,-5.75
951410,Jogging,17.27,-11.11,-10.76
951411,Jogging,19.34,-19.08,3.68
951412,Jogging,13.91,-12.68,-4.63
951413,Jogging,11.6,-11.3,13.99
951414,Jogging,0.65,-6.74,8.58
951415,Jogging,-0.84,-10.57,0.08
951416,Jogging,-4.1,-2.83,2.11
951417,Jogging,-1.08,-4.44,-4.33
951418,Jogging,13.06,-19.53,3.6
951419,Jogging,14.02,-4.21,1.65
951420,Jogging,8.35,0.38,-0.38
951421,Jogging,2.96,7.08,-2.75
951422,Jogging,-5.24,17.05,7.08
951423,Jogging,1.92,-1.04,1.46
951424,Jogging,6.05,-2.96,-10.8
951425,Jogging,19.46,-17.92,-2.87
951426,Jogging,18.85,-17.39,0.34
951427,Jogging,8.89,-14.14,6.82
951428,Jogging,7.5,-11.3,7.08
951429,Jogging,-1.8,-9.28,1.99
951430,Jogging,-3.53,-6.09,7.35
951431,Jogging,-2.41,0.84,-2.37
951432,Jogging,0.08,-10.08,-5.48
951433,Jogging,16.89,-19.61,-2.07
951434,Jogging,10.38,2.07,1.14
951435,Jogging,9.43,0.5,0.27
951436,Jogging,2.98,5.79,-0.15
951437,Jogging,-6.89,14.86,10.08
951438,Jogging,0.15,0.19,-3.06
951439,Jogging,12.41,-8.27,-10.38
951440,Jogging,19.57,-19.53,2.03
951441,Jogging,13.33,-11.92,2.96
951442,Jogging,10.15,-12.3,3.3
951443,Jogging,0.84,-8.05,8.85
951444,Jogging,-1.8,-11.11,0.99
951445,Jogging,-3.41,-3.26,4.75
951446,Jogging,0.11,-3.76,-4.37
951447,Jogging,0.11,-3.76,-4.37
951448,Jogging,11.84,-18.85,4.1
951449,Jogging,16.55,-10.84,3.83
951450,Jogging,9.96,1.33,-3.57
951451,Jogging,5.33,4.67,0.19
951452,Jogging,-11.03,14.1,13.91
951453,Jogging,-0.99,1.73,-8.5
951454,Jogging,15.36,-7.78,-6.21
951455,Jogging,19.57,-19.57,0.23
951456,Jogging,11.69,-10.61,-6.05
951457,Jogging,13.33,-16.78,9.62
951458,Jogging,1.99,-9.3,5.01
951459,Jogging,-1.69,-11.18,1.88
951460,Jogging,-3.68,-2.07,7.44
951461,Jogging,0.23,0.34,-3.21
951462,Jogging,0.23,0.34,-3.21
951463,Jogging,10.04,-16.66,1.61
951464,Jogging,19.34,-13.59,-2.45
951465,Jogging,8.08,4.4,-2.6
951466,Jogging,4.1,2.6,0.42
951467,Jogging,-2.83,13.72,1.18
951468,Jogging,-0.57,-2.53,-0.53
951469,Jogging,4.94,-3.79,-6.55
951470,Jogging,17.05,-13.95,-1.38
951471,Jogging,19.23,-18.2,-1.23
951472,Jogging,11.6,-9.72,8.43
951473,Jogging,7.78,-12.22,4.86
951474,Jogging,-2.14,-9.66,1.76
951475,Jogging,-5.05,-6.17,7.06
951476,Jogging,-1.76,1.18,-1.88
951477,Jogging,6.21,-15.05,1.61
951478,Jogging,19.31,-19.27,-1.76
951479,Jogging,9.15,3.6,-2.72
951480,Jogging,6.17,1.57,-0.91
951481,Jogging,-0.27,8.66,-1.73
951482,Jogging,-6.4,4.37,11.35
951483,Jogging,0.04,-6.24,-9.04
951484,Jogging,8.35,-5.52,-1.61
951485,Jogging,8.35,-5.52,-1.61
951486,Jogging,19.57,-19.38,0.76
951487,Jogging,13.82,-7.25,-3.49
951488,Jogging,10.61,-17.43,5.09
951489,Jogging,-3.06,-7.59,7.74
951490,Jogging,-3.17,-7.65,4.63
951491,Jogging,-3.79,-0.46,3.02
951492,Jogging,1.31,-5.67,-4.82
951493,Jogging,14.67,-19.61,6.55
951494,Jogging,18.54,-8.66,3.41
951495,Jogging,9.51,4.48,-3.02
951496,Jogging,5.13,1.73,-0.23
951497,Jogging,-4.71,11.41,-1.61
951498,Jogging,-1.18,-4.48,-3.57
951499,Jogging,1.27,-2.6,-1.8
951500,Jogging,17.16,-13.78,-2.79
951501,Jogging,18.96,-16.93,-0.3
951502,Jogging,9.23,-6.24,0.27
951503,Jogging,10.34,-11.84,4.44
951504,Jogging,-2.41,-9.53,6.51
951505,Jogging,-2.26,-7.5,5.79
951506,Jogging,-3.15,-0.27,1.54
951507,Jogging,1.33,-7.25,-5.37
951508,Jogging,17.24,-19.61,3.87
951509,Jogging,17.24,-19.61,3.87
951510,Jogging,13.67,0.76,2.11
951511,Jogging,7.46,2.72,0.42
951512,Jogging,0.93,9.43,-3.57
951513,Jogging,-0.19,-0.89,4.21
951514,Jogging,2.49,-0.42,-12.15
951515,Jogging,19.42,-17.24,-6.63
951516,Jogging,18.39,-9.85,8.73
951517,Jogging,16.36,-13.1,-9.3
951518,Jogging,11.56,-16.02,11.3
951519,Jogging,-2.41,-7.4,2.91
951520,Jogging,-3.15,-12.83,4.75
951521,Jogging,-2.14,-3.45,3.53
951522,Jogging,3.57,-5.71,-4.52
951523,Jogging,19.08,-19.46,4.14
951524,Jogging,19.11,-11.3,0.53
951525,Jogging,9.28,5.6,-2.18
951526,Jogging,5.22,2.68,0.57
951527,Jogging,-3.45,13.87,2.34
951528,Jogging,1.5,-0.5,0.15
951529,Jogging,7.27,-5.75,-14.98
951530,Jogging,19.57,-19.27,0.11
951531,Jogging,15.79,-5.28,5.48
951532,Jogging,18.39,-15.66,-6.02
951533,Jogging,10.73,-16.97,6.59
951534,Jogging,-5.82,-9.04,5.13
951535,Jogging,-3.68,-9.96,2.03
951536,Jogging,-2.91,-2.18,4.02
951537,Jogging,1.88,-3.98,-6.51
951538,Jogging,1.88,-3.98,-6.51
951539,Jogging,19.5,-19.46,3.3
951540,Jogging,18.77,-9.23,3.41
951541,Jogging,7.86,4.67,-2.53
951542,Jogging,3.41,6.59,0.04
951543,Jogging,-6.82,14.79,2.72
951544,Jogging,0.53,1.99,1.5
951545,Jogging,12.76,-4.18,-14.06
951546,Jogging,19.57,-18.81,0.5
951547,Jogging,16.82,-12.07,6.02
951548,Jogging,13.33,-15.98,-2.49
951549,Jogging,0.95,-8.05,5.67
951550,Jogging,-3.95,-9.38,2.26
951551,Jogging,-2.68,-1.57,6.09
951552,Jogging,2.15,-3.41,-4.63
951553,Jogging,16.36,-18.77,3.83
951554,Jogging,19.46,-13.02,-0.8
951555,Jogging,7.31,8.58,-0.19
951556,Jogging,6.24,4.33,0.76
951557,Jogging,0.89,10.12,-8.73
951558,Jogging,-8.12,7.4,15.64
951559,Jogging,1.84,4.9,-8.66
951560,Jogging,19.11,-10.53,-10.19
951561,Jogging,19.57,-14.94,0.61
951562,Jogging,16.09,-10.61,-4.4
951563,Jogging,13.02,-16.28,7.97
951564,Jogging,-2.03,-9.85,8.77
951565,Jogging,-1.95,-10.61,1.95
951566,Jogging,-2.26,-2.72,5.18
951567,Jogging,0.42,-2.64,-4.21
951568,Jogging,16.97,-18.12,3.15
951569,Jogging,16.97,-18.12,3.15
951570,Jogging,19.57,-13.1,0.76
951571,Jogging,6.32,6.4,-1.33
951572,Jogging,3.34,5.94,1.57
951573,Jogging,-9.66,15.36,3.17
951574,Jogging,2.3,-0.57,0.61
951575,Jogging,10.84,-1.04,-10.31
951576,Jogging,19.57,-16.44,-1.08
951577,Jogging,18.35,-10.88,-6.47
951578,Jogging,16.7,-14.75,12.11
951579,Jogging,5.67,-9.77,7.44
951580,Jogging,-2.14,-8.81,-3.36
951581,Jogging,-3.17,-6.74,6.51
951582,Jogging,-1.73,-2.18,-3.34
951583,Jogging,12.79,-14.79,1.8
951584,Jogging,19.57,-18.07,-0.76
951585,Jogging,9.0,8.85,0.31
951586,Jogging,5.09,3.87,0.53
951587,Jogging,-2.26,11.65,-10.15
951588,Jogging,-5.63,1.61,13.57
951589,Jogging,-2.18,4.75,-10.57
951590,Jogging,17.77,-7.44,-8.58
951591,Jogging,19.57,-16.97,0.76
951592,Jogging,12.83,-12.26,5.6
951593,Jogging,11.41,-11.22,2.11
951594,Jogging,-4.1,-9.34,9.62
951595,Jogging,-2.11,-10.15,2.87
951596,Jogging,-0.46,-1.92,3.83
951597,Jogging,3.91,-3.68,-3.98
951598,Jogging,3.91,-3.68,-3.98
951599,Jogging,19.46,-19.5,4.6
951600,Jogging,17.86,-1.69,2.98
951601,Jogging,6.93,3.83,-1.53
951602,Jogging,0.99,7.97,0.57
951603,Jogging,-10.99,10.84,10.23
951604,Jogging,1.12,-3.64,-7.63
951605,Jogging,4.75,-3.21,-8.5
951606,Jogging,19.57,-17.77,1.08
951607,Jogging,15.09,-0.3,6.97
951608,Jogging,17.77,-11.18,-5.01
951609,Jogging,10.8,-13.4,10.38
951610,Jogging,-4.59,-11.33,3.57
951611,Jogging,-2.91,-9.72,6.66
951612,Jogging,-0.42,-2.45,-0.57
951613,Jogging,13.33,-12.68,1.33
951614,Jogging,19.57,-19.61,-1.8
951615,Jogging,17.77,-0.57,-2.22
951616,Jogging,6.05,8.5,-0.11
951617,Jogging,-0.27,6.93,-3.17
951618,Jogging,-5.79,10.27,13.87
951619,Jogging,1.73,4.25,-11.8
951620,Jogging,18.24,-5.56,-13.21
951621,Jogging,19.57,-11.18,1.18
951622,Jogging,19.46,-11.95,4.1
951623,Jogging,12.95,-11.37,1.84
951624,Jogging,0.53,-10.11,8.69
951625,Jogging,-1.42,-9.11,1.14
951626,Jogging,-2.3,-3.98,3.99
951627,Jogging,1.61,-4.14,-4.06
951628,Jogging,17.47,-17.05,3.87
951629,Jogging,19.57,-11.99,0.76
951630,Jogging,7.86,7.78,-0.91
951631,Jogging,4.99,3.53,1.38
951632,Jogging,-3.87,12.53,-5.98
951633,Jogging,-6.89,3.02,14.75
951634,Jogging,3.53,-3.79,-7.46
951635,Jogging,19.27,-12.49,-6.4
951636,Jogging,19.27,-6.55,2.18
951637,Jogging,19.53,-4.06,-1.92
951638,Jogging,13.57,-9.11,12.49
951639,Jogging,1.27,-9.47,4.86
951640,Jogging,-0.46,-12.11,4.6
951641,Jogging,-1.14,-2.98,4.9
951642,Jogging,5.6,-3.57,-5.33
951643,Jogging,17.69,-17.97,2.6
951644,Jogging,19.57,-8.66,0.5
951645,Jogging,8.92,8.81,-1.5
951646,Jogging,4.06,7.55,2.22
951647,Jogging,-8.5,16.51,1.42
951648,Jogging,1.95,-3.64,6.89
951649,Jogging,3.99,-3.68,-9.11
951650,Jogging,19.23,-11.84,-3.15
951651,Jogging,19.23,-11.84,-3.15
951652,Jogging,16.32,-1.18,1.84
951653,Jogging,15.83,-10.15,9.3
951654,Jogging,3.83,-8.77,2.26
951655,Jogging,-1.14,-11.92,3.79
951656,Jogging,-1.69,-5.98,6.97
951657,Jogging,4.33,-2.96,-4.79
951658,Jogging,17.88,-17.31,1.88
951659,Jogging,19.57,-10.0,2.3
951660,Jogging,10.12,9.47,-3.3
951661,Jogging,4.6,4.29,-0.53
951662,Jogging,-2.45,12.34,-11.18
951663,Jogging,-4.02,1.31,14.6
951664,Jogging,1.92,1.8,-16.04
951665,Jogging,16.66,-3.26,-5.94
951666,Jogging,19.57,-9.53,1.54
951667,Jogging,19.5,-7.46,6.17
951668,Jogging,14.48,-11.37,0.04
951669,Jogging,2.98,-10.92,7.78
951670,Jogging,0.84,-12.18,0.57
951671,Jogging,-1.46,-6.09,7.27
951672,Jogging,2.26,-2.98,-4.48
951673,Jogging,16.51,-15.28,0.84
951674,Jogging,19.57,-12.6,-1.95
951675,Jogging,11.22,10.23,-0.38
951676,Jogging,5.48,4.56,0.0
951677,Jogging,-2.41,14.52,-5.41
951678,Jogging,-5.05,2.91,14.82
951679,Jogging,0.08,5.41,-13.38
951680,Jogging,15.85,-1.33,-13.48
951681,Jogging,19.57,-11.65,0.8
951682,Jogging,18.92,-8.66,5.94
951683,Jogging,14.98,-8.96,-2.03
951684,Jogging,2.18,-8.16,11.35
951685,Jogging,0.76,-9.47,-2.03
951686,Jogging,-2.3,-5.75,6.89
951687,Jogging,3.72,-5.18,-5.09
951688,Jogging,17.39,-16.32,2.87
951689,Jogging,19.57,-11.33,-0.46
951690,Jogging,10.65,10.65,-0.95
951691,Jogging,5.09,3.45,-0.11
951692,Jogging,-0.27,11.45,-10.95
951693,Jogging,-5.6,0.95,15.4
951694,Jogging,2.11,6.36,-8.62
951695,Jogging,14.94,3.76,-8.16
951696,Jogging,19.57,-8.24,-3.87
951697,Jogging,19.46,-9.0,-3.68
951698,Jogging,16.36,-15.36,8.5
951699,Jogging,2.15,-12.26,-2.18
951700,Jogging,-1.61,-12.26,-2.18
951701,Jogging,1.12,-2.41,-0.11
951702,Jogging,13.95,-9.81,-6.82
951703,Jogging,19.57,-19.46,2.72
951704,Jogging,15.36,8.01,3.95
951705,Jogging,5.83,4.6,-1.08
951706,Jogging,-1.18,5.67,-0.3
951707,Jogging,-7.04,10.31,5.09
951708,Jogging,-0.61,3.79,2.41
951709,Jogging,6.44,3.76,-11.11
951710,Jogging,19.57,-7.97,-4.82
951711,Jogging,19.04,-8.01,-0.38
951712,Jogging,18.12,-13.4,8.66
951713,Jogging,7.25,-10.11,2.68
951714,Jogging,-0.65,-10.19,3.87
951715,Jogging,-1.61,-8.73,7.82
951716,Jogging,2.45,-2.14,-2.64
951717,Jogging,16.47,-13.38,0.69
951718,Jogging,19.57,-16.47,-2.6
951719,Jogging,12.15,9.96,1.61
951720,Jogging,3.21,5.18,-0.5
951721,Jogging,-2.72,8.01,-4.94
951722,Jogging,-7.16,5.86,13.87
951723,Jogging,0.38,1.54,-5.98
951724,Jogging,11.75,-2.07,-12.07
951725,Jogging,19.57,-10.42,1.8
951726,Jogging,18.24,-6.55,4.75
951727,Jogging,19.0,-10.95,3.68
951728,Jogging,5.63,-9.89,4.94
951729,Jogging,-3.17,-10.23,0.38
951730,Jogging,-2.53,-7.44,6.28
951731,Jogging,0.53,-4.06,-1.95
951732,Jogging,14.1,-11.18,2.07
951733,Jogging,19.57,-18.31,-3.76
951734,Jogging,14.29,8.73,1.73
951735,Jogging,6.02,6.17,-0.61
951736,Jogging,-0.15,10.76,-0.42
